KandM1,KandM2,KandM3,co2_values
0.799174773,0.7960463,0.785705121,8.831659918
0.869332816,0.865887148,0.85502174,8.591440567
0.848527066,0.845519846,0.836063209,10.98146099
0.832695889,0.828370769,0.814195041,6.068030087
0.773659531,0.767263008,0.745527205,4.174352527
0.836947884,0.832581192,0.8182885,3.436070786
0.835368347,0.831132058,0.817285581,5.25808746
0.893764472,0.890740011,0.881445855,5.784104387
0.657231219,0.657894185,0.658932724,6.04156358
0.70295313,0.703361425,0.703867292,5.010393003
0.905902681,0.902053959,0.889651872,4.204054827
0.678116022,0.6674253,0.630937064,1.555951947
0.971024896,0.970053869,0.967550501,0.094057435
0.97185186,0.970294247,0.965637318,0.178037681
0.924683847,0.923458847,0.920294605,1.38149726
0.899056262,0.897457027,0.893069504,0.695810138
0.898919309,0.89868752,0.898190577,0.9395375
0.937834748,0.935397998,0.928073613,0.361726293
0.964069873,0.962199124,0.956534859,0.001292229
0.965975882,0.965737472,0.965262464,0.054336756
0.988279588,0.98805134,0.987567815,0.045147563
0.985555478,0.985056716,0.983881855,0.078241588
0.793644066,0.793710739,0.793783691,1.145978202
0.815026195,0.815027098,0.815028504,1.658595459
0.893375294,0.889140689,0.875366582,1.080610217
0.849182862,0.845451471,0.833468152,5.105960335
0.812126066,0.808715255,0.797536572,5.553383268
0.846194231,0.84412433,0.837856486,9.108770068
0.865657355,0.865502021,0.865146806,7.14984126
0.924956513,0.924738,0.924300722,8.707198077
0.577129647,0.577232432,0.577399701,5.869003176
0.904417703,0.902454045,0.896874633,8.675627342
0.81227628,0.811174435,0.807785405,6.618889492
0.875334208,0.874754897,0.873322927,7.087090832
0.933582725,0.932937466,0.931458394,7.537213479
0.843528408,0.839290012,0.825488537,7.075666383
0.832796844,0.830168787,0.821887937,5.063402865
0.853832343,0.849978926,0.837593801,3.674133283
0.8212648,0.816326828,0.799935473,2.789110117
0.803758612,0.797088267,0.774559684,1.293686245
0.899021484,0.896319084,0.888295995,0.019719478
0.921860849,0.921873683,0.921890471,0.188873159
0.799518796,0.79973932,0.799886534,0.770664494
0.965040096,0.96431619,0.962598619,0.714592825
0.991770464,0.991458373,0.990728113,0.108516309
0.621870939,0.620646555,0.614539536,3.081369915
0.764877459,0.763050563,0.756813044,1.481018699
0.69905672,0.695394785,0.682035782,1.318249774
0.95501305,0.954628427,0.953836225,0.223535336
0.946529687,0.94577377,0.94311791,0.06023976
0.976364396,0.975784728,0.974427156,0.281464545
0.880755745,0.880637196,0.880386468,1.023461641
0.806395011,0.80022423,0.779461039,1.831712991
0.807436489,0.802421006,0.78565895,4.189394343
0.73657236,0.73013367,0.707931128,6.254968623
0.79879509,0.793666662,0.77644531,7.548114961
0.857132537,0.853905476,0.843743074,8.492608671
0.84663869,0.845881407,0.843807928,7.972406039
0.914004111,0.912394052,0.908004553,8.789803735
0.837024956,0.835116337,0.829310398,8.163738068
0.39142293,0.392698848,0.394974845,8.984216397
0.859265348,0.855804927,0.84483619,6.3418047
0.875397872,0.874379653,0.871682308,6.034135112
0.80931402,0.805699038,0.793786766,6.219939316
0.811038631,0.806520437,0.791503648,3.781378137
0.857673036,0.854369929,0.843944773,4.338692772
0.792133221,0.787472203,0.771789526,2.158999882
0.958961092,0.957429625,0.953057838,0.066264739
0.973056165,0.972922158,0.972669892,0.017285953
0.988863905,0.9881079,0.985958057,2.555694265
0.964284733,0.963687616,0.962324151,0.100268107
0.959591723,0.959591119,0.959590179,0.027625825
0.970927865,0.970643253,0.970076565,0.273459246
0.954429623,0.954359456,0.954234895,0.385274917
0.955701525,0.953937292,0.948883261,0.029268466
0.975302984,0.975256099,0.975174515,0.022025636
0.984801341,0.984605971,0.984209346,0.168761221
0.995854778,0.995672525,0.995249657,0.068210341
0.984750191,0.984661407,0.984502149,0.030499113
0.895910644,0.895903212,0.895890565,0.664992092
0.841459833,0.836235878,0.81893481,0.967950399
0.726566279,0.719420557,0.694803628,4.553432522
0.787106563,0.782144685,0.765386318,6.487396109
0.850386238,0.846960642,0.836058159,8.292027917
0.852821295,0.84971289,0.839935797,9.694676167
0.816365703,0.815650998,0.813509325,9.21081188
0.813139403,0.811658174,0.80704645,7.620614176
0.88888349,0.887152916,0.88228681,9.302984662
0.910954714,0.910211004,0.908431395,7.848489001
0.894362839,0.891417239,0.882404881,9.299981011
0.94145137,0.939126264,0.932175568,8.03477757
0.805439332,0.801459258,0.788247937,5.79580591
0.788757264,0.782721451,0.762320771,5.758685617
0.8275008,0.82220269,0.804589434,4.312688907
0.775063757,0.768305174,0.745353625,3.282643017
0.9599995,0.95786125,0.951176734,0.090460598
0.951977572,0.951864556,0.951656416,0.004215697
0.940746806,0.940201765,0.939022426,0.08518514
0.910548106,0.910094949,0.90927262,0.017391566
0.984351287,0.984348572,0.984344272,0.003322116
0.934374786,0.934180026,0.933797568,0.588830987
0.989619616,0.989004936,0.987450435,0.02341941
0.98664516,0.986169378,0.9850352,0.104760812
0.842705129,0.841346701,0.836698289,1.248326665
0.737376464,0.737604207,0.737882931,2.874468777
0.715242946,0.715255327,0.714524617,5.11925324
0.893185444,0.890794876,0.883727033,7.104811493
0.851563492,0.848938715,0.840827334,8.639833053
0.890082509,0.887988821,0.881922087,10.06608806
0.851536943,0.849597974,0.84381052,10.25446725
0.819993887,0.817051175,0.807566655,7.087490354
0.800567702,0.798245586,0.790683102,7.208854637
0.825763609,0.823462545,0.816231785,7.637938447
0.896612707,0.894835563,0.88984977,9.417854544
0.820215636,0.816386276,0.803835565,8.230915208
0.874548686,0.870812287,0.858928986,6.134808187
0.836127205,0.83180434,0.817659863,5.491468873
0.902500543,0.898980457,0.887870209,4.76281464
0.776847915,0.769367231,0.743941687,2.436880356
0.968279898,0.968190374,0.968027981,0.476703647
0.955927137,0.955923252,0.955917061,0.612718994
0.974438549,0.974437229,0.974435155,0.124465037
0.781290233,0.778585753,0.769280876,0.141976018
0.879087948,0.874471276,0.859344515,3.766045573
0.668051754,0.658683851,0.626455614,4.834060797
0.742019514,0.735705212,0.713966367,6.249550311
0.81645327,0.812575906,0.799824567,6.487454422
0.836653677,0.83325314,0.822334514,7.561584248
0.734654553,0.734914231,0.735193969,7.504422506
0.538891465,0.539041012,0.539286551,7.989268076
0.919502907,0.918667137,0.916648376,6.829125494
0.984452536,0.983712873,0.981207878,6.850789838
0.881520724,0.880520353,0.877904935,5.505333771
0.832081492,0.830072597,0.823887337,5.700557503
0.84461822,0.842532455,0.836198321,4.781037775
0.88663096,0.8835823,0.874187263,4.648376138
0.859295159,0.854601902,0.839241698,4.404063671
0.789338575,0.782803705,0.760698596,2.892179818
0.966629114,0.965212872,0.961267727,0.153999731
0.872964098,0.870410704,0.861646016,0.008600027
0.976485983,0.976459936,0.976415078,0.030908249
0.969632044,0.968358159,0.964646371,0.003291518
0.595507893,0.583742659,0.543678368,5.375862993
0.736080038,0.729318711,0.706049061,5.4654302
0.708898161,0.702391388,0.679684176,8.192408358
0.745154626,0.738449949,0.715449085,7.899385551
0.710472465,0.703750415,0.680360033,9.743184936
0.652618894,0.644478417,0.616001049,8.559802719
0.590172998,0.58146116,0.550681382,10.114035
0.686885949,0.680185379,0.65661782,7.615893186
0.704299281,0.698426476,0.677733867,7.682012321
0.69113216,0.682060003,0.65092018,4.810175651
0.622390352,0.611385778,0.573767437,2.916136691
0.706662375,0.699923016,0.676437548,4.239932769
0.602466407,0.591484107,0.55385765,2.999962582
0.572599389,0.561588096,0.523746841,2.618085736
0.987709015,0.987459311,0.98692303,0.018434844
0.764409073,0.758630797,0.7389767,0.667136811
0.88352558,0.881881541,0.877260751,0.191892075
0.937458354,0.936813574,0.93533385,0.244224281
0.984743669,0.984232768,0.983001041,0.082566903
0.885469491,0.884511084,0.882032849,1.165005555
0.423221831,0.408311367,0.359277682,1.039102905
0.572246175,0.560996672,0.522435191,2.737651569
0.618482152,0.610041747,0.580329314,4.099496005
0.622582251,0.613739896,0.582821565,5.724629346
0.615797209,0.607289492,0.577346568,4.783934088
0.740097642,0.734717629,0.716056958,7.764109251
0.739035679,0.735065118,0.721124147,6.833733743
0.764838237,0.759530616,0.741378951,7.531622767
0.759543575,0.754826459,0.738608184,6.894621351
0.744547371,0.739626272,0.722549602,5.750521256
0.738383959,0.733811887,0.717833486,5.842409393
0.706474349,0.700392032,0.679040295,4.914503053
0.689188423,0.683915445,0.665004559,3.939627461
0.618349899,0.610133225,0.581110127,3.450763487
0.632034921,0.622687303,0.590277889,2.626014472
0.637036856,0.627169188,0.593174615,1.548710346
0.827372098,0.825416423,0.819352396,0.021546216
0.915207784,0.913638249,0.909377506,0.192601502
0.950519133,0.950193461,0.949525333,0.24841708
0.908498489,0.907509446,0.905041923,0.04943201
0.97397129,0.973629025,0.972906073,0.218436283
0.946028217,0.944033052,0.938244401,0.367440803
0.868744185,0.866522348,0.859901551,0.051526699
0.892038941,0.887873455,0.874380411,0.06780469
0.925465041,0.924691358,0.922848636,0.06800305
0.959483785,0.958036972,0.954052269,0.10186539
0.96992156,0.969772086,0.969494912,0.079563249
0.89256101,0.88880665,0.876861859,2.549684076
0.770686111,0.763927894,0.740949304,0.637546341
0.818968539,0.815188195,0.802796173,3.167734042
0.765740265,0.760818701,0.743978318,3.764705432
0.751597593,0.746845625,0.730418926,5.609683865
0.755615602,0.751919173,0.739118235,5.860773924
0.754027423,0.749423982,0.733526259,5.893697079
0.758969698,0.755600063,0.743956722,6.339461779
0.784062471,0.781329641,0.772174666,6.281801541
0.789331385,0.785749119,0.773737904,6.684192711
0.767513015,0.76268176,0.746165897,6.185354891
0.723322222,0.719298964,0.704977654,5.084172449
0.804442522,0.800308125,0.786554851,4.780739348
0.763043913,0.757651219,0.739194988,4.197380034
0.771347922,0.765205681,0.744308467,3.58215638
0.693260612,0.684868906,0.655937013,2.832619584
0.650334647,0.639109056,0.600848177,2.044895367
0.881201423,0.876570859,0.861370164,0.134052886
0.987235653,0.986912806,0.986191763,0.080648304
0.896617803,0.896585855,0.896527345,0.27256834
0.802316151,0.802360536,0.802358298,0.64212255
0.547016757,0.547035747,0.544077147,1.194481904
0.74283055,0.737654889,0.71970657,2.688873421
0.676485665,0.670863126,0.650657383,4.474066441
0.731093702,0.726051692,0.708413001,5.62639787
0.78799828,0.784229085,0.771560899,5.390808096
0.776073384,0.772925466,0.762251668,6.329283131
0.755476678,0.754009586,0.748812123,6.157886145
0.872001152,0.871061523,0.868582009,7.520506832
0.823843537,0.821993211,0.816261889,5.374421657
0.885101758,0.884768107,0.884011032,6.015114215
0.859382685,0.858057537,0.854322171,4.470441369
0.856408404,0.853762283,0.845613623,5.415123239
0.901929732,0.899070027,0.890371184,4.525610158
0.819444827,0.816763536,0.808172463,3.46530227
0.85854109,0.856748232,0.851497411,2.28941286
0.772126122,0.764408311,0.738145864,1.823710669
0.928424405,0.925702046,0.917493847,0.19026119
0.955455443,0.954142497,0.950715271,0.222791961
0.914645141,0.913481147,0.910482728,0.432697785
0.992795706,0.992230391,0.990495297,0.149696155
0.732756436,0.732905786,0.73315712,0.156166822
0.669638288,0.670186199,0.671124941,0.745369147
0.853710826,0.850730853,0.841407201,2.916634268
0.826521392,0.822821589,0.81077638,4.122212544
0.819164738,0.815780086,0.804760781,5.85743945
0.801395979,0.797189008,0.783155997,6.679816384
0.877285311,0.875492333,0.870361676,6.3195572
0.888850279,0.887682984,0.884597329,6.624762595
0.908341292,0.907186618,0.904209712,7.482780894
0.855564524,0.852909378,0.844723489,5.830942192
0.945663909,0.9453537,0.944717595,5.797642043
0.829384731,0.826407445,0.816893076,4.418361566
0.631962882,0.632677352,0.633908917,4.867049206
0.827097651,0.824304452,0.815403321,4.742628881
0.83082539,0.826754857,0.813454194,2.536883138
0.81325154,0.808706821,0.793617249,1.863830042
0.774205455,0.768906623,0.750878988,1.424508902
0.950591366,0.950584743,0.950574061,0.124249864
0.868619561,0.868615494,0.868605392,0.301610555
0.919692022,0.918736452,0.916372501,0.099967977
0.878210278,0.878091032,0.877835964,0.361211656
0.696401754,0.696749467,0.697341969,1.090790614
0.881223936,0.877864278,0.867347185,2.737371502
0.760770856,0.755618707,0.73794744,3.838372907
0.825495425,0.821439218,0.80814604,5.167954338
0.912997452,0.911465423,0.907325392,4.746726435
0.640819071,0.641392019,0.64238644,4.643186897
0.83907321,0.83771941,0.833747,4.33738896
0.877302094,0.875800262,0.871612934,6.316014615
0.598687871,0.598727492,0.598790696,4.643981662
0.85061072,0.847791926,0.839004204,5.036597119
0.804908921,0.80282074,0.796099313,5.104316101
0.813991863,0.813427355,0.811725756,3.77067683
0.861448628,0.858806189,0.850705571,3.902648006
0.809942444,0.806480444,0.795102963,2.487395782
0.766448821,0.760886558,0.741894618,1.834385962
0.691375,0.681633707,0.648312544,1.545261014
0.962352536,0.960298646,0.953859194,0.148479568
0.972049921,0.97204829,0.972045728,0.045819157
0.913706796,0.913657584,0.913568918,0.346150849
0.951809679,0.95180874,0.951807271,0.064551419
0.971619861,0.970315749,0.966769401,0.676874517
0.958002136,0.957493306,0.956372912,0.288333045
0.985929804,0.985415979,0.984160356,0.004421107
0.973379633,0.971905987,0.967621031,0.165212818
0.928630676,0.926380094,0.919805925,0.167869952
0.65637903,0.656927013,0.657868579,0.674612211
0.554411843,0.555396318,0.557108058,0.729989958
0.95821564,0.95710283,0.954234874,2.702358097
0.827402968,0.823746556,0.811859791,4.069141608
0.743345062,0.738475201,0.721556335,3.942285386
0.74915018,0.744651336,0.729049213,5.11438899
0.813267608,0.808848943,0.794195395,5.078714603
0.853531571,0.852466103,0.84950262,6.31391885
0.857634586,0.855475557,0.848996974,5.388991201
0.823280794,0.820035886,0.809539321,5.2982868
0.797909909,0.795453127,0.787401973,4.473862043
0.816470019,0.812226187,0.798205481,4.36824626
0.77785625,0.774719213,0.764104102,3.297775211
0.749857629,0.74567106,0.731133338,3.372202683
0.808981849,0.804359174,0.788963976,2.508910281
0.742723433,0.735263795,0.709742746,1.556419101
0.75482366,0.746251774,0.716980615,1.4550718
0.878279707,0.878349293,0.878466364,0.093878055
0.968351758,0.968357093,0.968365548,0.151483295
0.944966994,0.94492564,0.944628405,0.235410648
0.979736972,0.979479463,0.978946727,0.244267299
0.982786142,0.982770577,0.982744711,0.298367489
0.965210052,0.9651306,0.964988295,0.07179792
0.979864867,0.979669318,0.979280995,0.077322118
0.962162103,0.961488929,0.959920061,0.045100562
0.791490801,0.791607108,0.791793473,0.93073673
0.640135555,0.639201166,0.634354612,0.337425834
0.684705776,0.68392445,0.680122856,2.702671636
0.833588844,0.829912474,0.81800804,3.518617196
0.840524888,0.836897247,0.825217028,4.907110435
0.903483301,0.902099775,0.898403437,4.325991014
0.962319056,0.961876047,0.960914574,5.733020752
0.561772304,0.562410571,0.563522638,5.54308183
0.9443008,0.942982986,0.939524683,6.3383065
0.848762162,0.847660813,0.844555522,4.216545573
0.894376349,0.892993355,0.889264597,3.898489702
0.603170015,0.603839238,0.605008208,4.251497084
0.924124405,0.921695206,0.91449838,4.622495724
0.880105656,0.877477969,0.869536824,3.800587968
0.802707828,0.798903988,0.786273092,2.64045269
0.795882777,0.791398298,0.776357543,2.199177234
0.717342357,0.708638708,0.678845394,0.976872157
0.9698387,0.968688418,0.965604551,0.038648848
0.900541238,0.897109772,0.886328214,0.116288998
0.584414012,0.584915727,0.58472358,0.543626599
0.919988598,0.919572108,0.918662838,0.384309482
0.920368808,0.918375212,0.912706978,0.411823247
0.9707523,0.969755117,0.967169998,0.357525651
0.958126959,0.957683493,0.956749027,0.077954693
0.949870202,0.949858184,0.9498385,0.216210495
0.987363793,0.987286736,0.98714478,0.280979044
0.968764409,0.966988555,0.961488317,0.142818374
0.977441839,0.976351058,0.973380153,0.027743587
0.976588091,0.976453999,0.976200023,0.021613371
0.972823874,0.972116608,0.97042795,0.012718466
0.984933914,0.984567874,0.983746511,0.3607648
0.878025763,0.878068027,0.878138908,0.462726712
0.878855958,0.879033144,0.879334686,1.089415304
0.851904087,0.851821643,0.85164112,2.052602361
0.640433134,0.640433172,0.640433229,4.283781706
0.644623807,0.644635608,0.644654154,5.689685651
0.960593801,0.959789309,0.957849155,6.194859006
0.668451248,0.668532743,0.668665748,5.091056948
0.976464791,0.976145986,0.97548683,5.201588736
0.946049025,0.945425711,0.944010031,7.008868457
0.905527454,0.904603786,0.902301193,5.657763161
0.875943208,0.873307649,0.865318012,4.984916383
0.845097154,0.843649823,0.839423565,4.008379153
0.895768775,0.89500189,0.893116836,4.104966915
0.840846554,0.838181909,0.829846544,4.087561398
0.812396674,0.809051266,0.798101246,2.933187179
0.81010934,0.805179679,0.788734803,2.787922482
0.752131404,0.748832459,0.737344056,1.710354447
0.648730945,0.636868664,0.596500968,1.014524334
0.956135526,0.955364833,0.953539093,0.175004796
0.712528925,0.711708318,0.710268098,0.137004105
0.989277198,0.988543445,0.986533872,1.492269656
0.859537295,0.858706613,0.856484482,1.411512898
0.934909119,0.934828145,0.934681422,0.841959804
0.985859205,0.985804833,0.985707575,0.053284942
0.963924898,0.962082308,0.956614127,0.091810429
0.970840691,0.969746418,0.966864892,0.086042152
0.983786942,0.983650603,0.983387929,0.025438125
0.980337785,0.980025519,0.978792764,0.101832731
0.833871051,0.833913987,0.833983371,0.68518983
0.611799075,0.611828119,0.611874207,3.519488242
0.944755345,0.943698902,0.941052584,4.874533121
0.856682811,0.852656471,0.839674036,4.726291778
0.733544054,0.727432878,0.706279222,5.829762762
0.751928061,0.746595845,0.728225065,6.300825884
0.723110655,0.717247112,0.69679691,6.327113965
0.748969764,0.742886938,0.721983295,6.875746376
0.750643628,0.746191586,0.730765285,6.326629373
0.76196243,0.757792782,0.743457833,5.972131331
0.811772295,0.807029969,0.791245245,7.01598717
0.834393426,0.829926393,0.815265641,5.1266913
0.724055325,0.717798135,0.696065237,5.447665668
0.784921202,0.779233137,0.759985482,3.670406784
0.78480372,0.780714062,0.766911745,2.654940319
0.739465881,0.733318498,0.71210609,2.238421667
0.656148823,0.644665037,0.605546168,1.604276242
0.983143414,0.982136627,0.979343762,0.088950928
0.969478928,0.96839572,0.965547736,0.150502214
0.982930147,0.982480052,0.981443033,0.078732398
0.976844,0.975760941,0.97278166,0.006604505
0.961235322,0.96071882,0.959598882,0.015090252
0.918712458,0.91766644,0.915033298,0.430257206
0.954260622,0.95262697,0.94811547,0.286719225
0.960288146,0.96019568,0.96002829,0.862189291
0.702020327,0.702024568,0.702031184,1.558641668
0.764597285,0.763129467,0.758036661,1.920184303
0.842867393,0.840367086,0.832612243,2.831358847
0.594014342,0.586342941,0.55877569,2.411543924
0.626762011,0.62076511,0.598766647,3.679744144
0.690926948,0.686959786,0.672395297,4.785983445
0.735764204,0.731495742,0.716506918,5.227286736
